xxxx;;;;;;;;;;;;;;x
ROAD_TO_WAR_NAME;戰爭之路 ;;;;;;;;;;X
ROAD_TO_WAR_DESC;1918年的槍聲在11月11天11個小時之後沉寂了，當時被稱爲“最後一場戰爭”的第一次世界大戰終於結束了，接下來的事情似乎\n就是如何爭取和平。然而當法國陸軍元帥斐迪南·福煦看到他所提出的《凡爾賽和約》簽訂之後，他說“這不是和平，這只是二\n十年的休戰”。如今到了1936年1月1日，福煦的預言看來似乎正要成真。\n本漢化包由Paradox工作組和3DM工作室聯合漢化製作。;;;;;;;;;;X
GATHERING_STORM_NAME;鋼鐵風暴 ;;;;;;;;;;X
GATHERING_STORM_DESC;戰爭起始於亞洲，當日本軍隊繼續在中國的暴行時，歐洲的凡爾賽和約已經形同虛設，和平只剩下一個希望，但已十分渺茫。德\n國被重新武裝起來，並且重新佔領了萊茵蘭，吞併了奧地利。現在她已經將目光轉向蘇臺德地區。希特勒聲稱“這是我在歐洲最\n後的領土要求”。英國可能願意信任希特勒最後一次，但在這之後情況就會有所改變了。\n本漢化包由Paradox工作組和3DM工作室聯合漢化製作。;;;;;;;;;;X
BLITZKRIEG_NAME;閃電戰 ;;;;;;;;;;X
BLITZKRIEG_DESC;希特勒的許諾就像一紙空文，所謂保證了一個時代和平的慕尼黑協定在六個月之內就被撕毀了。當蘇聯與惡魔簽訂互不侵犯條約\n時，盟國的軍隊正在爲戰爭作準備。德國對波蘭的入侵意味着戰爭。張伯倫希望“在有生之年看到納粹主義的滅亡，歐洲能夠走\n出其陰影並且重新傲立於世”。然而，他在第二年去世——這使得和平得以多維持一段時間。\n本漢化包由Paradox工作組和3DM工作室聯合漢化製作。;;;;;;;;;;X
AWAKENING_THE_GIANT_NAME;巴巴羅薩 ;;;;;;;;;;X
AWAKENING_THE_GIANT_DESC;法國戰役只持續了六個星期，德軍再一次獲得了巨大的成功。不列顛空戰是希特勒迫使英國退出戰爭的一次嘗試。然而丘吉爾比\n張伯倫難纏得多，他宣稱“我們的政策就是用上帝所給予我們的全部能力和全部力量，在海上、陸地上和空中進行戰爭。”並且\n聲稱不會被威脅所阻礙。在西線的盟軍被大海所阻擋後，來自東方的誘惑對於希特勒和德國陸軍而言變得越來越不可遏制。他的\n軍隊開始集結於東部邊境，兩個歐洲巨人的較量就要展開了。\n本漢化包由Paradox工作組和3DM工作室聯合漢化製作。;;;;;;;;;;X
DAY_OF_INFAMY_NAME;珍珠港 ;;;;;;;;;;X
DAY_OF_INFAMY_DESC;歐洲戰場上德軍對莫斯科的攻勢逐漸陷入停頓，此時早已準備多時的蘇聯紅軍開始了反擊，其箭頭正是從遠東方面軍中抽調的精\n銳部隊。但對遠東邊境不設防對斯大林而言並不是一種賭博。內務部間諜理查德·佐爾格傳回紅軍最高統帥部的消息指出，日本\n人正把眼光對準南洋。從1937年開始對中國的侵略以來，日本在中國戰場不斷取得的進展以及吞併法屬印度支那的行爲使得它和\n美國的關係不斷地惡化。美國對日本的石油禁運更使得日本統帥部不得不選擇戰爭。“1941年12月七日，將成爲我國的國恥日”\n羅斯福如是說。日本帝國海軍發動了一場震驚美國的襲擊。四天之後德國也不顧一切地向美國宣戰……\n本漢化包由Paradox工作組和3DM工作室聯合漢化製作。;;;;;;;;;;X
THE_TIDE_HAS_TURNED_NAME;轉折點 ;;;;;;;;;;X
THE_TIDE_HAS_TURNED_DESC;看似不能停止的納粹鐵蹄終於顫抖着停滯下來。日本在中途島的失敗使得美軍在太平洋戰場取得優勢，而第六集團軍在斯大林格\n勒的投降則使德國陸軍受到了致命的打擊。同時地中海戰場日益惡化的局勢使得意大利政府搖搖欲墜。但雖然丘吉爾在稍後說“\n阿拉曼戰役之前，我們沒有勝利。阿拉曼戰役後，我們沒有失敗。”但是軸心國仍然擁有強大的陸軍並且控制着大片的領土。通\n向勝利之路仍然很漫長。\n本漢化包由Paradox工作組和3DM工作室聯合漢化製作。;;;;;;;;;;X
GOTTERDAMMERUNG_NAME;諸神的黃昏 ;;;;;;;;;;X
GOTTERDAMMERUNG_DESC;意大利投降了。日軍深陷於太平洋上的島礁。德軍則在從東線撤退並且沒有能夠阻止盟軍在西線登陸。正如日本外相所說的“我\n們正在地獄中”。\n本漢化包由Paradox工作組和3DM工作室聯合漢化製作。;;;;;;;;;;X
